 1110863.124865 3.504E-27 7.213E-03.07010.300 1631.24550.52-.026830          3 0 0          0 0 0 10  7  3        9  6  4      334333837265703049    21.0   19.0
 1110863.215607 3.074E-30 9.620E-03.07390.298 3383.26540.65-.017360          1 1 2          0 1 0 11  4  7       10  5  6      332230837294713152    69.0   63.0
 1110863.362831 6.194E-31 4.235E-02.08520.395 3598.72690.710.000000          0 2 3          0 2 0  4  3  2        4  3  1      4333308387659336 0     9.0    9.0
 1110863.407957 5.082E-31 8.836E-03.08910.428 3196.09340.740.000000          1 2 2          0 2 0  2  2  0        1  1  1      3333308387659336 0     5.0    3.0
 1110863.651581 6.185E-28 4.823E-05.05440.371  888.63270.58-.028630          0 4 1          0 0 0  7  7  0        6  5  1      444233838494713152    15.0   13.0
 1110863.685514 1.857E-27 4.827E-05.05410.371  888.59870.58-.028550          0 4 1          0 0 0  7  7  1        6  5  2      444233838494713152    45.0   39.0
 1110863.700183 7.363E-28 1.460E-02.09360.412 1922.90110.74-.008990          1 1 2          0 1 0  4  3  1        4  2  2      534243837294713152     9.0    9.0
 1110863.708734 1.198E-29 3.363E-05.06000.281 1695.06860.60-.001030          1 2 1          0 0 0 10  7  4       11  3  9      332233837294713155    21.0   23.0
 1110863.814917 2.315E-28 4.255E-05.06820.332 1360.23530.630.000000          1 5 0          0 0 0 10  1 10        9  4  5      1333308287659336 0    63.0   57.0
 1110863.849788 5.226E-29 3.397E-02.07900.333 2771.69010.71-.024950          1 1 2          0 1 0  8  5  3        8  4  4      334233837294713152    17.0   17.0
 1110863.950974 9.908E-30 4.215E-04.03560.298 2254.28450.42-.030880          0 2 2          0 0 0 10  9  1       10  8  2      332230837294713152    21.0   21.0
 1110863.951777 2.974E-29 4.218E-04.03560.298 2254.28380.42-.030890          0 2 2          0 0 0 10  9  2       10  8  3      334233837294713152    63.0   63.0
 1110863.968391 3.775E-27 4.513E-03.06940.300 1538.14950.61-.002360          0 2 2          0 0 0 11  4  8       10  3  7      334333837294703152    23.0   21.0
 1110864.005131 1.121E-29 8.278E-03.07870.315 2841.43080.69-.009236          0 3 2          0 1 0 10  4  6        9  3  7      3342338372947131 8    21.0   19.0
 1110864.047541 1.156E-30 1.421E-06.05010.285 1525.13600.530.000000         -2 2-2          0 0 0 10  7  3       11  2 10      1333308287659336 0    21.0   23.0
 1110864.132709 3.211E-27 5.170E-02.04790.298 2054.36870.51-.032950          0 0 3          0 0 0 10  7  4       10  7  3      364233837360713049    21.0   21.0
 1110864.140052 1.557E-26 2.415E-04.08260.300  782.40980.70-.015902          0 2 2          0 0 0  7  5  2        7  2  5      4643338372947031 7    45.0   45.0
 1110864.160258 4.056E-29 1.724E-04.05860.250 2042.31060.59-.016760          3 0 0          0 0 0 12  6  7       13  1 12      334233837260713049    75.0   81.0
 1110864.179619 5.329E-30 7.798E-05.06230.460 1739.48370.770.000000          0 9 0          0 1 0  2  0  2        3  1  3      2333308287659336 0     5.0    7.0
 1110864.214873 2.390E-28 1.918E-05.07530.315  920.21000.67-.006430          2 0 1          0 0 0  8  5  4        9  1  9      332230838794713152    17.0   19.0
 1110864.218383 9.659E-27 5.183E-02.04750.300 2054.34520.50-.033270          0 0 3          0 0 0 10  7  3       10  7  4      364333837360703049    63.0   63.0
 1110864.238507 1.392E-29 4.377E-02.06370.315 3139.47580.60-.025990          3 1 0          0 1 0 10  6  4        9  5  5      334223837294713152    21.0   19.0
 1110864.348242 4.604E-30 2.740E-06.06440.298 1581.33600.63-.015150          0 2 2          0 0 0  9  7  2       10  4  7      332230837294713152    57.0   63.0
 1110864.488620 1.599E-29 2.735E-06.08410.333 1050.15770.74-.010980          1 2 1          0 0 0  7  7  0        8  3  5      432230837294713152    15.0   17.0
 1110864.516073 6.998E-31 3.362E-05.08550.413 2146.26370.680.000000          1 1 2          0 1 0  5  4  2        6  1  5      5333308387659336 0    11.0   13.0
 1110864.623379 2.445E-27 8.806E-03.09930.300 1677.06140.74-.001070          1 1 2          0 1 0  2  2  1        2  1  2      434343837294703152    15.0   15.0
 1110864.689606 3.161E-28 2.068E-03.09030.391 1920.76650.71-.002680          1 1 2          0 1 0  4  3  2        5  0  5      534243837294713152    27.0   33.0
 1110864.730961 2.054E-29 2.474E-03.06820.371 2399.16550.64-.027630          1 3 1          0 1 0  7  6  1        6  4  2      434233837294713152    15.0   13.0
 1110864.854107 6.988E-28 2.398E-02.08720.352 2392.59250.72-.003590          2 1 1          0 1 0  8  4  4        7  2  5      434233837294713152    51.0   45.0
 1110864.929045 1.789E-26 2.532E-03.05870.451 1080.38540.53-.007302          1 2 1          0 0 0 10  4  7        9  2  8      3644338372947031 7    21.0   19.0
 1110865.088302 5.905E-29 2.821E-04.03560.315 2009.80510.48-.036890          0 2 2          0 0 0  9  9  0        9  8  1      334233837294713152    57.0   57.0
 1110865.088435 1.968E-29 2.820E-04.03560.315 2009.80500.48-.036880          0 2 2          0 0 0  9  9  1        9  8  2      334233837294713152    19.0   19.0
 1110865.136832 1.161E-26 7.542E-04.05660.300  920.21000.51-.015510          1 2 1          0 0 0 10  3  8        9  1  9      4643338372947031 7    21.0   19.0
 1110865.161639 4.802E-30 8.739E-02.08480.434 3500.63870.70-.013360          0 2 3          0 2 0  3  3  1        3  3  0      432230837294713152    21.0   21.0
 1110865.341722 4.021E-26 7.367E-04.08580.300  842.35660.72-.020490          1 0 2          0 0 0  8  2  7        7  3  4      4643338372947031 8    51.0   45.0
 1110865.364738 8.741E-26 2.019E-04.09050.420  285.41860.71-.017680          1 0 2          0 0 0  4  2  3        3  3  0      4644638372947031 8    27.0   21.0
 1110865.399383 8.443E-27 9.598E-05.08550.333  744.16270.71-.007350          2 0 1          0 0 0  8  3  5        8  1  8      434233838794713152    51.0   51.0
 1110865.505488 4.236E-25 1.720E-02.08240.352 1006.11590.68-.024880          0 0 3          0 0 0  8  1  7        8  3  6      4664438373676630 7    51.0   51.0
 1110865.519128 6.036E-29 2.415E-03.06490.371 2398.38150.61-.026540          1 3 1          0 1 0  7  6  2        6  4  3      434233837294713152    45.0   39.0
